AL3;Especie;Censo;CFR;NombreBuque;Matricula;Division;PaisCaptura;FcCaptura;HoraMinutos;Marea;FcSalida;FcRegreso;PuertoSalida;PuertoRegreso;Presentacion;Latitud;Longitud;IdArteUeAL3;Arte;ObservacionDesembarqueOrigen;ObservacionesProduccion;PesoDesembarcadoTotal;PesoDesembarcadoVivoTotal;PesoConsumoTotal;NumPiezasTotales
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.8;AGUAS INTERNACIONALES;2018-04-27;13:40;ECFB-20180301133044A;2018-03-01;2018-05-29;Mindelo;Durban;Eviscerado y descabezado;-33,8333;33,6833;LLD;Palangre de superficie;NULL;NULL;46.85;96.04;96.04;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.8;AGUAS INTERNACIONALES;2018-04-29;14:55;ECFB-20180301133044A;2018-03-01;2018-05-29;Mindelo;Durban;Eviscerado y descabezado;-32,9167;34,95;LLD;Palangre de superficie;NULL;NULL;92.23;189.07;189.07;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.8;AGUAS INTERNACIONALES;2018-04-30;13:45;ECFB-20180301133044A;2018-03-01;2018-05-29;Mindelo;Durban;Eviscerado y descabezado;-32,6667;34,7167;LLD;Palangre de superficie;NULL;NULL;12.20;25.01;25.01;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.8;AGUAS INTERNACIONALES;2018-05-01;14:10;ECFB-20180301133044A;2018-03-01;2018-05-29;Mindelo;Durban;Eviscerado y descabezado;-32,8;34,4667;LLD;Palangre de superficie;NULL;NULL;63.92;131.04;131.04;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.8;AGUAS INTERNACIONALES;2018-05-07;13:0;ECFB-20180301133044A;2018-03-01;2018-05-29;Mindelo;Durban;Eviscerado y descabezado;-32,8333;34,3167;LLD;Palangre de superficie;NULL;NULL;15.13;31.02;31.02;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.8;AGUAS INTERNACIONALES;2018-05-17;14:45;ECFB-20180301133044A;2018-03-01;2018-05-29;Mindelo;Durban;Eviscerado y descabezado;-31,9167;35,5667;LLD;Palangre de superficie;NULL;NULL;12.20;25.01;25.01;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.8;AGUAS INTERNACIONALES;2018-05-24;15:0;ECFB-20180301133044A;2018-03-01;2018-05-29;Mindelo;Durban;Eviscerado y descabezado;-33;34,75;LLD;Palangre de superficie;NULL;NULL;53.19;109.04;109.04;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.8;AGUAS INTERNACIONALES;2018-06-14;13:45;ECFB-20180603114659Q;2018-06-03;2018-08-30;Durban;Durban;Eviscerado y descabezado;-30,2333;37,7333;LLD;Palangre de superficie;NULL;NULL;39.88;81.75;81.75;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.8;AGUAS INTERNACIONALES;2018-06-15;15:28;ECFB-20180603114659Q;2018-06-03;2018-08-30;Durban;Durban;Eviscerado y descabezado;-30,2;38,05;LLD;Palangre de superficie;NULL;NULL;46.69;95.71;95.71;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.8;AGUAS INTERNACIONALES;2018-06-17;15:15;ECFB-20180603114659Q;2018-06-03;2018-08-30;Durban;Durban;Eviscerado y descabezado;-30,15;37,5;LLD;Palangre de superficie;NULL;NULL;46.69;95.71;95.71;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.8;AGUAS INTERNACIONALES;2018-06-25;17:37;ECFB-20180603114659Q;2018-06-03;2018-08-30;Durban;Durban;Eviscerado y descabezado;-30,0333;36,9167;LLD;Palangre de superficie;NULL;NULL;46.69;95.73;95.73;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.8;AGUAS INTERNACIONALES;2018-06-27;14:8;ECFB-20180603114659Q;2018-06-03;2018-08-30;Durban;Durban;Eviscerado y descabezado;-29,3667;38,8167;LLD;Palangre de superficie;NULL;NULL;16.05;32.90;32.90;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.8;AGUAS INTERNACIONALES;2018-08-28;16:58;ECFB-20180603114659Q;2018-06-03;2018-08-30;Durban;Durban;Eviscerado y descabezado;-29,1;36,3667;LLD;Palangre de superficie;NULL;NULL;18.00;36.90;36.90;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.8;AGUAS INTERNACIONALES;2018-11-28;13:44;ECFB-20180906072528U;2018-09-06;2018-12-07;Durban;Durban;Eviscerado, descabezado y sin cola;-28,6283;39,0403;LLD;Palangre de superficie;NULL;NULL;20.00;41.00;41.00;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.8;AGUAS INTERNACIONALES;2018-11-30;16:44;ECFB-20180906072528U;2018-09-06;2018-12-07;Durban;Durban;Eviscerado, descabezado y sin cola;-28,5407;38,9227;LLD;Palangre de superficie;NULL;NULL;30.00;61.50;61.50;0
FAL;Tiburón jaquetón;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;ESP000025873;MARGUEL;3VI-7-11-03;51.8;AGUAS INTERNACIONALES;2018-12-02;12:46;ECFB-20180906072528U;2018-09-06;2018-12-07;Durban;Durban;Eviscerado, descabezado y sin cola;-28,5602;38,9692;LLD;Palangre de superficie;NULL;NULL;20.00;41.00;41.00;0
